start,end,fmin,fmax,category
0.5131319125824505,0.621753337201145,,,
0.6221144800881544,0.6252236532502704,,,
0.6256082915431923,0.6357255700065031,,,
0.6357340582874086,0.639367227802674,,,
2.737138606492016,2.7372356638809046,,,
2.74019176825881,2.740668930427896,,,
2.74376636635926,2.7439428499175444,,,
2.757776699198617,2.8074256302250755,,,
2.808246662699514,2.8109340068201223,,,
2.812406095614036,2.8143109030193756,,,
2.816658720390664,2.817812314066622,,,
2.8208286750151053,2.8213849273324016,,,
2.824292020301024,2.824840257283714,,,
2.8274409451252884,2.8285856852763227,,,
2.830846009734604,2.832846159984668,,,
2.8343077203631397,2.8372729137705432,,,
2.838230177876022,2.8415440979434385,,,
4.893863208591938,4.901347747875584,,,
4.9035942840245035,4.906919454733531,,,
4.909098308318192,4.912257925636239,,,
4.913361568798622,4.9177951303455565,,,
4.918155251012908,5.058229271173477,,,
5.6879995033144946,5.688924691991673,,,
5.690951861706045,5.693946604116096,,,
5.694531733327442,5.698257917116086,,,
5.698366185327371,5.702186047501034,,,
5.705677793009413,5.705840532216761,,,
5.74762677649657,5.747903404798773,,,
5.7527582427031465,5.753018101238542,,,
6.016752658055888,6.022008090648386,,,
6.022567845417393,6.072295670542452,,,
6.072316203431951,6.076797883808613,,,
6.077557962818278,6.092578601737817,,,
6.093180081993341,6.096711217777597,,,
6.096899508949783,6.103245899776617,,,
6.103544216652711,6.105714989668794,,,
6.106846897618638,6.108706000927422,,,
6.110450736267699,6.1119071744382385,,,
6.113241117546956,6.115545822199848,,,
6.116133431709476,6.119315954082541,,,
6.1194324596557355,6.122675796647867,,,
6.1228742504119875,6.125820252613889,,,
9.054776951041486,9.121285866995652,,,
9.124586359825399,9.125231034623251,,,
10.032627039518621,10.058451210293505,,,
10.631058921946419,10.63132963869307,,,
10.635198259154956,10.63820883601904,,,
10.639185665614074,10.746736605134275,,,
11.606193610727786,11.610496506922775,,,
11.821095492442447,11.831602368685934,,,
11.832964379621878,11.833442757725717,,,
11.844844901892875,11.846722092231113,,,
11.846838035285472,11.886489182611307,,,
11.924069939653078,11.926555344727303,,,
11.928200538820692,11.941050230761368,,,
11.944109712474875,11.9459292183982,,,
11.947770644923052,11.95039060248269,,,
11.970958751738072,11.972855801814132,,,
11.97481603976753,11.976521568198999,,,
12.985031804045041,13.089035140143501,,,
13.397900875045194,13.415921959843901,,,
13.454660498731666,13.621695177919335,,,
13.628607774277528,13.781876074075699,,,
13.845155033800339,13.86625605503718,,,
13.866596906052695,13.86888598508305,,,
13.870596750511064,13.871379122469161,,,
13.873956309954325,13.874239490777255,,,
13.876238890952534,13.877577448752191,,,
13.87826415720913,13.886870200832686,,,
13.889933695428901,13.891699223385917,,,
13.966387644443246,14.02286819530858,,,
15.539109222475027,15.542825730939708,,,
15.542964515239,15.546476543264257,,,
15.546968641546037,15.624772428423165,,,
15.624967535866631,15.669950374116501,,,
15.721852676884996,15.874887537376749,,,
18.023348836402096,18.02539209369156,,,
18.02873800850577,18.030315181314947,,,
18.033495737943383,18.034768976238038,,,
18.037981846034526,18.038953835003905,,,
18.04208818909195,18.04305786391099,,,
18.046515962117248,18.047600380347834,,,
18.051738107105095,18.05213813437356,,,
18.057060961590874,18.05816095004479,,,
18.061909157468214,18.065818186170524,,,
18.066988887588185,18.18240206595924,,,
18.183453278640904,18.18613917686873,,,
18.189055865175195,18.19100486000379,,,
18.19459152314398,18.19715384678708,,,
18.19962770164013,18.20435220165385,,,
18.204856115546495,18.211854739884533,,,
18.212988622718385,18.21858520127005,,,
18.221386860807737,18.22589663359854,,,
18.229047916101084,18.232614372372627,,,
18.234518268240823,18.24026605781582,,,
18.24353551722235,18.528276760445703,,,
18.529615520834923,18.53072911782397,,,
18.55402146874203,18.574165885133876,,,
18.574790912949375,18.57641536022226,,,
18.577782395084697,18.579478378362126,,,
18.581354095654355,18.58316951173875,,,
18.585577446354762,18.587351751625537,,,
18.589845636884373,18.592216791030435,,,
18.593999060160584,18.596322207235627,,,
18.597768788966867,18.600271710356076,,,
18.60137649744749,18.6047171926664,,,
18.604807400670317,18.64789254470004,,,
18.649387214978535,18.651325399974983,,,
18.817920763757492,18.883574119110904,,,
18.884579195347097,18.887489353285897,,,
19.0023797846006,19.003758236798973,,,
19.005733856691254,19.167571995920607,,,
19.238105220844346,19.238925594753688,,,
